id code montant libelle_court libelle_long montant_cas montant_grille_1 montant_grille_2 montant_grille_3
27#SEPARATEUR#AALF002#SEPARATEUR#0#SEPARATEUR#PERF. PEROP. PROTECT#SEPARATEUR#Perfusion peropératoire de protection du parenchyme encéphalique, au cours d'une intervention avec CEC#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
28#SEPARATEUR#AAMP003#SEPARATEUR#0#SEPARATEUR#RÉGLAGE SECOND DES P#SEPARATEUR#Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie]#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
29#SEPARATEUR#AAMP173#SEPARATEUR#107.16#SEPARATEUR#RÉGLAGE SECOND PLUS.#SEPARATEUR#Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde#SEPARATEUR#107.16#SEPARATEUR#107.16#SEPARATEUR#107.16#SEPARATEUR#107.16
30#SEPARATEUR#AAMP387#SEPARATEUR#62.58#SEPARATEUR#RÉGLAGE SECOND 1PARA#SEPARATEUR#Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde#SEPARATEUR#62.58#SEPARATEUR#62.58#SEPARATEUR#62.58#SEPARATEUR#62.58
31#SEPARATEUR#AANB001#SEPARATEUR#713.82#SEPARATEUR#DESTRUC. 1CIBLE CÉRÉ#SEPARATEUR#Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique#SEPARATEUR#713.82#SEPARATEUR#713.82#SEPARATEUR#713.82#SEPARATEUR#713.82
32#SEPARATEUR#AANB256#SEPARATEUR#957.01#SEPARATEUR#DESTRUC 1/+ CIBLES I#SEPARATEUR#Destruction unilatérale d'une ou plusieurs cibles intracérébrales par ultrasons focalisés, par voiestéréotaxique avec monitorage par imagerie par résonance magnétique [IRM]#SEPARATEUR#957.01#SEPARATEUR#957.01#SEPARATEUR#957.01#SEPARATEUR#957.01
33#SEPARATEUR#AANB741#SEPARATEUR#876.92#SEPARATEUR#DESTR CIBL INTRACERE#SEPARATEUR#Destruction d'une ou de plusieurs cible(s) intracérébrale(s) à visée fonctionnelle par thermothérapie interstitielle au laser [LITT] par voie stéréotaxique avec monitorage remnographique [IRM]#SEPARATEUR#876.92#SEPARATEUR#876.92#SEPARATEUR#876.92#SEPARATEUR#876.92
36#SEPARATEUR#AAPA900#SEPARATEUR#0#SEPARATEUR#DÉCONNEXION 1ZONE ÉP#SEPARATEUR#Déconnexion d'une zone épileptogène, par craniotomie#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
37#SEPARATEUR#AAQM002#SEPARATEUR#37.8#SEPARATEUR#ÉCHO TRANSFONTANELLA#SEPARATEUR#Échographie transfontanellaire de l'encéphale#SEPARATEUR#37.8#SEPARATEUR#37.8#SEPARATEUR#37.8#SEPARATEUR#37.8
38#SEPARATEUR#AAQN002#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale protonique localisée#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
39#SEPARATEUR#AAQN004#SEPARATEUR#69#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions motrices#SEPARATEUR#69#SEPARATEUR#69#SEPARATEUR#69#SEPARATEUR#69
40#SEPARATEUR#AAQN900#SEPARATEUR#0#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions visuelles#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
41#SEPARATEUR#AAQN901#SEPARATEUR#0#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions phasiques#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
42#SEPARATEUR#AAQN902#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale protonique [Chemical shift imaging] [CSI]#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
43#SEPARATEUR#AAQN903#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale du phosphore#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
44#SEPARATEUR#AAQP002#SEPARATEUR#150.19#SEPARATEUR#EEG 8 DÉRIV / > CONT#SEPARATEUR#Electroencéphalographie continue ambulatoire sur 8 dérivations ou plus, pendant au moins 24 heures [Holter EEG]#SEPARATEUR#217.24#SEPARATEUR#217.24#SEPARATEUR#150.19#SEPARATEUR#217.24
45#SEPARATEUR#AAQP003#SEPARATEUR#72.41#SEPARATEUR#SURV. EEG CONTINUE S#SEPARATEUR#Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures#SEPARATEUR#83.14#SEPARATEUR#83.14#SEPARATEUR#72.41#SEPARATEUR#83.14
46#SEPARATEUR#AAQP004#SEPARATEUR#0#SEPARATEUR#EEG PEROP. SUR 8DÉRI#SEPARATEUR#Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant moins de 4heures#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
47#SEPARATEUR#AAQP005#SEPARATEUR#0#SEPARATEUR#SURV. ECOG PEROP. AC#SEPARATEUR#Surveillance électrocorticographique peropératoire de l'activité encéphalique spontanée et/ou provoquée#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
48#SEPARATEUR#AAQP006#SEPARATEUR#108.19#SEPARATEUR#EEG 8 DÉRIV / >  DUR#SEPARATEUR#Electroencéphalographie de longue durée de 1 à 4 heures sur 8 dérivation ou plus, avec enregistrement vidéo#SEPARATEUR#144.83#SEPARATEUR#144.83#SEPARATEUR#108.19#SEPARATEUR#144.83
49#SEPARATEUR#AAQP007#SEPARATEUR#57.6#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes sans numérisation et sans enregistrement vidéo#SEPARATEUR#57.6#SEPARATEUR#57.6#SEPARATEUR#57.6#SEPARATEUR#57.6
50#SEPARATEUR#AAQP008#SEPARATEUR#0#SEPARATEUR#EEG PEROP. SUR 8DÉRI#SEPARATEUR#Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant 4 heures ou plus#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
51#SEPARATEUR#AAQP009#SEPARATEUR#80.19#SEPARATEUR#EEG 32 DÉRIV / > + Q#SEPARATEUR#Electroencéphalographie avec quantification sur 32 dérivations ou plus#SEPARATEUR#96.55#SEPARATEUR#96.55#SEPARATEUR#80.19#SEPARATEUR#96.55
52#SEPARATEUR#AAQP010#SEPARATEUR#164.19#SEPARATEUR#EEG 8 DÉRIV / > DURÉ#SEPARATEUR#Electroencéphalographie de longue durée de plus de 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo#SEPARATEUR#241.38#SEPARATEUR#241.38#SEPARATEUR#164.19#SEPARATEUR#241.38
53#SEPARATEUR#AAQP011#SEPARATEUR#75.01#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, au lit du malade#SEPARATEUR#87.61#SEPARATEUR#87.61#SEPARATEUR#75.01#SEPARATEUR#87.61
54#SEPARATEUR#AAQP012#SEPARATEUR#263.86#SEPARATEUR#SURV. EEG CONTINUE +#SEPARATEUR#Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures#SEPARATEUR#357.6#SEPARATEUR#357.6#SEPARATEUR#263.86#SEPARATEUR#357.6
55#SEPARATEUR#AAQP013#SEPARATEUR#263.86#SEPARATEUR#SURV. ECOG CONTINUE#SEPARATEUR#Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures#SEPARATEUR#357.6#SEPARATEUR#357.6#SEPARATEUR#263.86#SEPARATEUR#357.6
56#SEPARATEUR#AAQP129#SEPARATEUR#152.93#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 30 minutes, avec numérisation et enregistrement vidéo, chez un patient de moins de 6 ans#SEPARATEUR#152.93#SEPARATEUR#152.93#SEPARATEUR#152.93#SEPARATEUR#152.93
57#SEPARATEUR#AAQP350#SEPARATEUR#130.46#SEPARATEUR#EEG 14 DÉRIV / > + E#SEPARATEUR#Electroencéphalographie sur 14 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, avec numérisation chez un patient de 6 ans ou plus#SEPARATEUR#130.46#SEPARATEUR#130.46#SEPARATEUR#130.46#SEPARATEUR#130.46
58#SEPARATEUR#AAQP900#SEPARATEUR#0#SEPARATEUR#EEG 32 DÉRIV / > + M#SEPARATEUR#Electroencéphalographie avec modélisation de sources, sur 32 dérivations ou plus#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
59#SEPARATEUR#ABCA001#SEPARATEUR#386.7#SEPARATEUR#KYSTOVENTR.STOM CRAN#SEPARATEUR#Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie,par craniotomie#SEPARATEUR#439.71#SEPARATEUR#439.71#SEPARATEUR#386.7#SEPARATEUR#439.71
60#SEPARATEUR#ABCA002#SEPARATEUR#263.5#SEPARATEUR#DÉRIV. PÉRIT/ATRIALE#SEPARATEUR#Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct#SEPARATEUR#272.69#SEPARATEUR#272.69#SEPARATEUR#263.5#SEPARATEUR#272.69
61#SEPARATEUR#ABCA003#SEPARATEUR#263.5#SEPARATEUR#DÉRIV. PÉRIT. 1COLLE#SEPARATEUR#Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct#SEPARATEUR#272.69#SEPARATEUR#272.69#SEPARATEUR#263.5#SEPARATEUR#272.69
62#SEPARATEUR#ABCA004#SEPARATEUR#267.35#SEPARATEUR#DÉRIV. PÉRIT/ATRIALE#SEPARATEUR#Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct#SEPARATEUR#279.34#SEPARATEUR#279.34#SEPARATEUR#267.35#SEPARATEUR#279.34
63#SEPARATEUR#ABCB001#SEPARATEUR#122.98#SEPARATEUR#DÉRIV. EXT. LCS/SUBD#SEPARATEUR#Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne#SEPARATEUR#151.5#SEPARATEUR#151.5#SEPARATEUR#122.98#SEPARATEUR#151.5
64#SEPARATEUR#ABCC001#SEPARATEUR#353.26#SEPARATEUR#KYSTOVENTR.STOM VIDÉ#SEPARATEUR#Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie,par vidéochirurgie intracrânienne#SEPARATEUR#382.06#SEPARATEUR#382.06#SEPARATEUR#353.26#SEPARATEUR#382.06
65#SEPARATEUR#ABFA001#SEPARATEUR#461.11#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire#SEPARATEUR#643.67#SEPARATEUR#643.67#SEPARATEUR#461.11#SEPARATEUR#643.67
66#SEPARATEUR#ABFA002#SEPARATEUR#868.12#SEPARATEUR#EXÉRÈSE LÉS. V3CRANI#SEPARATEUR#Exérèse de lésion du troisième ventricule, par craniotomie#SEPARATEUR#1042.73#SEPARATEUR#1042.73#SEPARATEUR#868.12#SEPARATEUR#1042.73
67#SEPARATEUR#ABFA003#SEPARATEUR#290.52#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne#SEPARATEUR#290.52#SEPARATEUR#290.52#SEPARATEUR#290.52#SEPARATEUR#290.52
68#SEPARATEUR#ABFA004#SEPARATEUR#688.43#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, avec rapprochement orbitaire#SEPARATEUR#929.66#SEPARATEUR#929.66#SEPARATEUR#688.43#SEPARATEUR#929.66
69#SEPARATEUR#ABFA005#SEPARATEUR#753.68#SEPARATEUR#EXÉRÈSE LÉS. 1VENTR.#SEPARATEUR#Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie#SEPARATEUR#845.42#SEPARATEUR#845.42#SEPARATEUR#753.68#SEPARATEUR#845.42
70#SEPARATEUR#ABFA006#SEPARATEUR#754.37#SEPARATEUR#EXÉRÈSE LÉS. 4E VENT#SEPARATEUR#Exérèse de lésion du quatrième ventricule, par craniotomie#SEPARATEUR#922.27#SEPARATEUR#922.27#SEPARATEUR#754.37#SEPARATEUR#922.27
71#SEPARATEUR#ABFA007#SEPARATEUR#251.51#SEPARATEUR#EXÉRÈSE 1FISTULE DER#SEPARATEUR#Exérèse d'une fistule dermique avec prolongement intradural occipital#SEPARATEUR#251.51#SEPARATEUR#251.51#SEPARATEUR#251.51#SEPARATEUR#251.51
72#SEPARATEUR#ABFA008#SEPARATEUR#742.54#SEPARATEUR#EXÉRÈSE T. TENTE CER#SEPARATEUR#Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle#SEPARATEUR#826.2#SEPARATEUR#826.2#SEPARATEUR#742.54#SEPARATEUR#826.2
73#SEPARATEUR#ABFA009#SEPARATEUR#959.76#SEPARATEUR#EXÉRÈSE T. INCISURE#SEPARATEUR#Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle#SEPARATEUR#1049.38#SEPARATEUR#1049.38#SEPARATEUR#959.76#SEPARATEUR#1049.38
74#SEPARATEUR#ABFA010#SEPARATEUR#701.82#SEPARATEUR#EXÉRÈSE T. FAUX CERV#SEPARATEUR#Exérèse de tumeur de la faux du cerveau, par craniotomie#SEPARATEUR#756#SEPARATEUR#756#SEPARATEUR#701.82#SEPARATEUR#756
75#SEPARATEUR#ABFC001#SEPARATEUR#657.24#SEPARATEUR#EXÉRÈSE LÉS. V3VIDÉO#SEPARATEUR#Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne#SEPARATEUR#679.14#SEPARATEUR#679.14#SEPARATEUR#657.24#SEPARATEUR#679.14
76#SEPARATEUR#ABFC002#SEPARATEUR#627#SEPARATEUR#EXÉRÈSE LÉS. 1VENTR.#SEPARATEUR#Exérèse de lésion d'un ventricule latéral cérébral, par vidéochirurgie intracrânienne#SEPARATEUR#627#SEPARATEUR#627#SEPARATEUR#627#SEPARATEUR#627
77#SEPARATEUR#ABGA001#SEPARATEUR#0#SEPARATEUR#ABL. 1CAPTEUR P.I.C#SEPARATEUR#Ablation d'un capteur de pression intracrânienne#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
78#SEPARATEUR#ABGA002#SEPARATEUR#72.85#SEPARATEUR#ABL. 1DÉRIV. INT. LC#SEPARATEUR#Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct#SEPARATEUR#95.33#SEPARATEUR#95.33#SEPARATEUR#72.85#SEPARATEUR#95.33
79#SEPARATEUR#ABGA003#SEPARATEUR#56.99#SEPARATEUR#ABL. 1SYST. DIFFUSEU#SEPARATEUR#Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral#SEPARATEUR#67.99#SEPARATEUR#67.99#SEPARATEUR#56.99#SEPARATEUR#67.99
80#SEPARATEUR#ABHB001#SEPARATEUR#88.41#SEPARATEUR#PCT LCS TRANSCRÂN.#SEPARATEUR#Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne#SEPARATEUR#96.81#SEPARATEUR#96.81#SEPARATEUR#88.41#SEPARATEUR#96.81
81#SEPARATEUR#ABHB002#SEPARATEUR#35.67#SEPARATEUR#PCT LCS/COLLECTION I#SEPARATEUR#Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire#SEPARATEUR#40.65#SEPARATEUR#40.65#SEPARATEUR#35.67#SEPARATEUR#40.65
82#SEPARATEUR#ABJA001#SEPARATEUR#266.49#SEPARATEUR#ÉVAC. 1HÉMORR. VENTR#SEPARATEUR#Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie#SEPARATEUR#266.49#SEPARATEUR#266.49#SEPARATEUR#266.49#SEPARATEUR#266.49
83#SEPARATEUR#ABJA002#SEPARATEUR#250.8#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural aigu, par craniotomie#SEPARATEUR#250.8#SEPARATEUR#250.8#SEPARATEUR#250.8#SEPARATEUR#250.8
84#SEPARATEUR#ABJA003#SEPARATEUR#187.67#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural chronique unilatéral, par craniotomie#SEPARATEUR#202.49#SEPARATEUR#202.49#SEPARATEUR#187.67#SEPARATEUR#202.49
85#SEPARATEUR#ABJA004#SEPARATEUR#313.5#SEPARATEUR#ÉVAC. 1HED INFRATENT#SEPARATEUR#Évacuation d'un hématome extradural infratentoriel, par craniotomie#SEPARATEUR#313.5#SEPARATEUR#313.5#SEPARATEUR#313.5#SEPARATEUR#313.5
86#SEPARATEUR#ABJA005#SEPARATEUR#313.5#SEPARATEUR#ÉVAC. 1HED SUPRATENT#SEPARATEUR#Évacuation d'un hématome extradural supratentoriel, par craniotomie#SEPARATEUR#313.5#SEPARATEUR#313.5#SEPARATEUR#313.5#SEPARATEUR#313.5
87#SEPARATEUR#ABJA006#SEPARATEUR#250.8#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural chronique bilatéral, par craniotomie#SEPARATEUR#250.8#SEPARATEUR#250.8#SEPARATEUR#250.8#SEPARATEUR#250.8
88#SEPARATEUR#ABJA007#SEPARATEUR#327.98#SEPARATEUR#ÉVAC. 1HED PLURIFOCA#SEPARATEUR#Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie#SEPARATEUR#338.46#SEPARATEUR#338.46#SEPARATEUR#327.98#SEPARATEUR#338.46
89#SEPARATEUR#ABJA008#SEPARATEUR#241.65#SEPARATEUR#ÉVAC. 1EMPYÈME INTRA#SEPARATEUR#Évacuation d'un empyème intracrânien extracérébral, par craniotomie#SEPARATEUR#265.3#SEPARATEUR#265.3#SEPARATEUR#241.65#SEPARATEUR#265.3
90#SEPARATEUR#ABJB001#SEPARATEUR#93.98#SEPARATEUR#ÉVAC. LCS +INJ. THÉR#SEPARATEUR#Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne#SEPARATEUR#106.42#SEPARATEUR#106.42#SEPARATEUR#93.98#SEPARATEUR#106.42
91#SEPARATEUR#ABJB002#SEPARATEUR#35.67#SEPARATEUR#ÉVAC. LCS/COLLECTION#SEPARATEUR#Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire#SEPARATEUR#35.67#SEPARATEUR#35.67#SEPARATEUR#35.67#SEPARATEUR#35.67
92#SEPARATEUR#ABJC900#SEPARATEUR#0#SEPARATEUR#ÉVAC. 1HÉMORR. VENTR#SEPARATEUR#Évacuation d'une hémorragie intraventriculaire cérébrale non traumatique, par vidéochirurgie#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0#SEPARATEUR#0
