id code montant libelle_court libelle_long montant_cas
1#SEPARATEUR#AAFA001#SEPARATEUR#620.93#SEPARATEUR#EXÉRÈSE T. INTRAPARE#SEPARATEUR#Exérèse de tumeur intraparenchymateuse du cervelet, par craniotomie#SEPARATEUR#680.84
12#SEPARATEUR#AAJA002#SEPARATEUR#294.91#SEPARATEUR#ÉVAC. HÉMATOME CÉRÉB#SEPARATEUR#Évacuation d'hématome intracérébral traumatique [contusion], par craniotomie#SEPARATEUR#321.4
13#SEPARATEUR#AAJA003#SEPARATEUR#430.54#SEPARATEUR#ÉVAC. HÉMATOME INTRA#SEPARATEUR#Évacuation d'hématome intracérébelleux, par craniotomie#SEPARATEUR#430.54
14#SEPARATEUR#AAJA004#SEPARATEUR#281.5#SEPARATEUR#ÉVAC. HÉMATOME CÉRÉB#SEPARATEUR#Évacuation d'hématome intracérébral non traumatique, par craniotomie#SEPARATEUR#298.29
15#SEPARATEUR#AAJA005#SEPARATEUR#225.45#SEPARATEUR#ÉVAC. COLLECTION INT#SEPARATEUR#Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente#SEPARATEUR#263.99
16#SEPARATEUR#AAJA006#SEPARATEUR#400.32#SEPARATEUR#PARAGE PLAIE CRANIOC#SEPARATEUR#Parage de plaie craniocérébrale#SEPARATEUR#456.38
17#SEPARATEUR#AAJH001#SEPARATEUR#172.22#SEPARATEUR#ÉVAC. COLLECTION CÉR#SEPARATEUR#Évacuation de collection intracérébrale, par voie transcrânienne avec guidage scanographique#SEPARATEUR#172.22
18#SEPARATEUR#AAJH002#SEPARATEUR#258.32#SEPARATEUR#ÉVAC. HÉMATOME CÉRÉB#SEPARATEUR#Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique#SEPARATEUR#258.32
19#SEPARATEUR#AAJH003#SEPARATEUR#172.22#SEPARATEUR#ÉVAC. COLLECTION CÉR#SEPARATEUR#Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique#SEPARATEUR#172.22
20#SEPARATEUR#AAJH004#SEPARATEUR#258.32#SEPARATEUR#ÉVAC. HÉMATOME CÉRÉB#SEPARATEUR#Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique#SEPARATEUR#258.32
21#SEPARATEUR#AAKA001#SEPARATEUR#107.64#SEPARATEUR#CHANGT 1GÉNÉRATEUR S#SEPARATEUR#Changement d'un générateur souscutané de stimulation cérébrale#SEPARATEUR#107.64
22#SEPARATEUR#AALA002#SEPARATEUR#285.04#SEPARATEUR#IMPLANT. ÉLECTRODE S#SEPARATEUR#Implantation d'électrode subdurale pour enregistrement électrocorticographique, par craniotomie#SEPARATEUR#285.04
23#SEPARATEUR#AALA004#SEPARATEUR#107.64#SEPARATEUR#IMPLANT. SSCUT 1GÉNÉ#SEPARATEUR#Implantation souscutanée d'un générateur de stimulation cérébrale#SEPARATEUR#107.64
24#SEPARATEUR#AALA900#SEPARATEUR#0#SEPARATEUR#IMPLANT. ÉLECTRODE C#SEPARATEUR#Implantation d'électrode de stimulation corticale cérébrale à visée thérapeutique, par craniotomie#SEPARATEUR#0
25#SEPARATEUR#AALB001#SEPARATEUR#830.06#SEPARATEUR#IMPLANT. ÉLECTRODE C#SEPARATEUR#Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique#SEPARATEUR#963.47
26#SEPARATEUR#AALB002#SEPARATEUR#645.81#SEPARATEUR#IMPLANT. ÉLECTRODE C#SEPARATEUR#Implantation d'électrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique#SEPARATEUR#645.81
27#SEPARATEUR#AALF002#SEPARATEUR#0#SEPARATEUR#PERF. PEROP. PROTECT#SEPARATEUR#Perfusion peropératoire de protection du parenchyme encéphalique, au cours d'une intervention avec CEC#SEPARATEUR#0
28#SEPARATEUR#AAMP003#SEPARATEUR#0#SEPARATEUR#RÉGLAGE SECOND DES P#SEPARATEUR#Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie]#SEPARATEUR#0
29#SEPARATEUR#AAMP173#SEPARATEUR#108.13#SEPARATEUR#RÉGLAGE SECOND PLUS.#SEPARATEUR#Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde#SEPARATEUR#108.13
30#SEPARATEUR#AAMP387#SEPARATEUR#63.38#SEPARATEUR#RÉGLAGE SECOND 1PARA#SEPARATEUR#Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde#SEPARATEUR#63.38
31#SEPARATEUR#AANB001#SEPARATEUR#725.81#SEPARATEUR#DESTRUC. 1CIBLE CÉRÉ#SEPARATEUR#Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique#SEPARATEUR#725.81
32#SEPARATEUR#AANB741#SEPARATEUR#903.23#SEPARATEUR#DESTR CIBL INTRACERE#SEPARATEUR#Destruction d'une ou de plusieurs cible(s) intracérébrale(s) à visée fonctionnelle par thermothérapie interstitielle au laser [LITT] par voie stéréotaxique avec monitorage remnographique [IRM]#SEPARATEUR#903.23
35#SEPARATEUR#AAPA900#SEPARATEUR#0#SEPARATEUR#DÉCONNEXION 1ZONE ÉP#SEPARATEUR#Déconnexion d'une zone épileptogène, par craniotomie#SEPARATEUR#0
36#SEPARATEUR#AAQM002#SEPARATEUR#38.93#SEPARATEUR#ÉCHO TRANSFONTANELLA#SEPARATEUR#Échographie transfontanellaire de l'encéphale#SEPARATEUR#38.93
37#SEPARATEUR#AAQN002#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale protonique localisée#SEPARATEUR#0
38#SEPARATEUR#AAQN004#SEPARATEUR#71.07#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions motrices#SEPARATEUR#71.07
39#SEPARATEUR#AAQN900#SEPARATEUR#0#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions visuelles#SEPARATEUR#0
40#SEPARATEUR#AAQN901#SEPARATEUR#0#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions phasiques#SEPARATEUR#0
41#SEPARATEUR#AAQN902#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale protonique [Chemical shift imaging] [CSI]#SEPARATEUR#0
42#SEPARATEUR#AAQN903#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale du phosphore#SEPARATEUR#0
43#SEPARATEUR#AAQP002#SEPARATEUR#152.52#SEPARATEUR#EEG 8 DÉRIV / > CONT#SEPARATEUR#Electroencéphalographie continue ambulatoire sur 8 dérivations ou plus, pendant au moins 24 heures [Holter EEG]#SEPARATEUR#220.01
44#SEPARATEUR#AAQP003#SEPARATEUR#73.76#SEPARATEUR#SURV. EEG CONTINUE S#SEPARATEUR#Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures#SEPARATEUR#84.2
45#SEPARATEUR#AAQP004#SEPARATEUR#0#SEPARATEUR#EEG PEROP. SUR 8DÉRI#SEPARATEUR#Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant moins de 4heures#SEPARATEUR#0
46#SEPARATEUR#AAQP005#SEPARATEUR#0#SEPARATEUR#SURV. ECOG PEROP. AC#SEPARATEUR#Surveillance électrocorticographique peropératoire de l'activité encéphalique spontanée et/ou provoquée#SEPARATEUR#0
47#SEPARATEUR#AAQP006#SEPARATEUR#109.98#SEPARATEUR#EEG 8 DÉRIV / >  DUR#SEPARATEUR#Electroencéphalographie de longue durée de 1 à 4 heures sur 8 dérivation ou plus, avec enregistrement vidéo#SEPARATEUR#146.67
48#SEPARATEUR#AAQP007#SEPARATEUR#59.33#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes sans numérisation et sans enregistrement vidéo#SEPARATEUR#59.33
49#SEPARATEUR#AAQP008#SEPARATEUR#0#SEPARATEUR#EEG PEROP. SUR 8DÉRI#SEPARATEUR#Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant 4 heures ou plus#SEPARATEUR#0
50#SEPARATEUR#AAQP009#SEPARATEUR#81.63#SEPARATEUR#EEG 32 DÉRIV / > + Q#SEPARATEUR#Electroencéphalographie avec quantification sur 32 dérivations ou plus#SEPARATEUR#97.78
51#SEPARATEUR#AAQP010#SEPARATEUR#166.7#SEPARATEUR#EEG 8 DÉRIV / > DURÉ#SEPARATEUR#Electroencéphalographie de longue durée de plus de 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo#SEPARATEUR#244.45
52#SEPARATEUR#AAQP011#SEPARATEUR#76.37#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, au lit du malade#SEPARATEUR#88.72
53#SEPARATEUR#AAQP012#SEPARATEUR#268.19#SEPARATEUR#SURV. EEG CONTINUE +#SEPARATEUR#Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures#SEPARATEUR#362.15
54#SEPARATEUR#AAQP013#SEPARATEUR#268.19#SEPARATEUR#SURV. ECOG CONTINUE#SEPARATEUR#Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures#SEPARATEUR#362.15
55#SEPARATEUR#AAQP129#SEPARATEUR#157.52#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 30 minutes, avec numérisation et enregistrement vidéo, chez un patient de moins de 6 ans#SEPARATEUR#157.52
56#SEPARATEUR#AAQP350#SEPARATEUR#134.37#SEPARATEUR#EEG 14 DÉRIV / > + E#SEPARATEUR#Electroencéphalographie sur 14 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, avec numérisation chez un patient de 6 ans ou plus#SEPARATEUR#134.37
57#SEPARATEUR#AAQP900#SEPARATEUR#0#SEPARATEUR#EEG 32 DÉRIV / > + M#SEPARATEUR#Electroencéphalographie avec modélisation de sources, sur 32 dérivations ou plus#SEPARATEUR#0
58#SEPARATEUR#ABCA001#SEPARATEUR#392.97#SEPARATEUR#KYSTOVENTR.STOM CRAN#SEPARATEUR#Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie,par craniotomie#SEPARATEUR#443.7
59#SEPARATEUR#ABCA002#SEPARATEUR#268.1#SEPARATEUR#DÉRIV. PÉRIT/ATRIALE#SEPARATEUR#Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct#SEPARATEUR#275.17
60#SEPARATEUR#ABCA003#SEPARATEUR#268.1#SEPARATEUR#DÉRIV. PÉRIT. 1COLLE#SEPARATEUR#Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct#SEPARATEUR#275.17
61#SEPARATEUR#ABCA004#SEPARATEUR#271.98#SEPARATEUR#DÉRIV. PÉRIT/ATRIALE#SEPARATEUR#Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct#SEPARATEUR#281.88
62#SEPARATEUR#ABCB001#SEPARATEUR#124.84#SEPARATEUR#DÉRIV. EXT. LCS/SUBD#SEPARATEUR#Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne#SEPARATEUR#152.87
63#SEPARATEUR#ABCC001#SEPARATEUR#359.23#SEPARATEUR#KYSTOVENTR.STOM VIDÉ#SEPARATEUR#Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie,par vidéochirurgie intracrânienne#SEPARATEUR#385.54
64#SEPARATEUR#ABFA001#SEPARATEUR#467.14#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire#SEPARATEUR#649.52
65#SEPARATEUR#ABFA002#SEPARATEUR#881.52#SEPARATEUR#EXÉRÈSE LÉS. V3CRANI#SEPARATEUR#Exérèse de lésion du troisième ventricule, par craniotomie#SEPARATEUR#1052.21
66#SEPARATEUR#ABFA003#SEPARATEUR#294.99#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne#SEPARATEUR#294.99
67#SEPARATEUR#ABFA004#SEPARATEUR#697.8#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, avec rapprochement orbitaire#SEPARATEUR#938.11
68#SEPARATEUR#ABFA005#SEPARATEUR#766.04#SEPARATEUR#EXÉRÈSE LÉS. 1VENTR.#SEPARATEUR#Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie#SEPARATEUR#853.11
69#SEPARATEUR#ABFA006#SEPARATEUR#765.82#SEPARATEUR#EXÉRÈSE LÉS. 4E VENT#SEPARATEUR#Exérèse de lésion du quatrième ventricule, par craniotomie#SEPARATEUR#930.66
70#SEPARATEUR#ABFA007#SEPARATEUR#255.64#SEPARATEUR#EXÉRÈSE 1FISTULE DER#SEPARATEUR#Exérèse d'une fistule dermique avec prolongement intradural occipital#SEPARATEUR#255.64
71#SEPARATEUR#ABFA008#SEPARATEUR#754.79#SEPARATEUR#EXÉRÈSE T. TENTE CER#SEPARATEUR#Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle#SEPARATEUR#833.71
72#SEPARATEUR#ABFA009#SEPARATEUR#975.83#SEPARATEUR#EXÉRÈSE T. INCISURE#SEPARATEUR#Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle#SEPARATEUR#1058.92
73#SEPARATEUR#ABFA010#SEPARATEUR#713.71#SEPARATEUR#EXÉRÈSE T. FAUX CERV#SEPARATEUR#Exérèse de tumeur de la faux du cerveau, par craniotomie#SEPARATEUR#762.87
74#SEPARATEUR#ABFC001#SEPARATEUR#668.73#SEPARATEUR#EXÉRÈSE LÉS. V3VIDÉO#SEPARATEUR#Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne#SEPARATEUR#685.32
75#SEPARATEUR#ABFC002#SEPARATEUR#645.81#SEPARATEUR#EXÉRÈSE LÉS. 1VENTR.#SEPARATEUR#Exérèse de lésion d'un ventricule latéral cérébral, par vidéochirurgie intracrânienne#SEPARATEUR#645.81
76#SEPARATEUR#ABGA001#SEPARATEUR#0#SEPARATEUR#ABL. 1CAPTEUR P.I.C#SEPARATEUR#Ablation d'un capteur de pression intracrânienne#SEPARATEUR#0
77#SEPARATEUR#ABGA002#SEPARATEUR#73.88#SEPARATEUR#ABL. 1DÉRIV. INT. LC#SEPARATEUR#Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct#SEPARATEUR#96.2
78#SEPARATEUR#ABGA003#SEPARATEUR#57.88#SEPARATEUR#ABL. 1SYST. DIFFUSEU#SEPARATEUR#Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral#SEPARATEUR#68.61
79#SEPARATEUR#ABHB001#SEPARATEUR#89.88#SEPARATEUR#PCT LCS TRANSCRÂN.#SEPARATEUR#Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne#SEPARATEUR#97.69
80#SEPARATEUR#ABHB002#SEPARATEUR#36.25#SEPARATEUR#PCT LCS/COLLECTION I#SEPARATEUR#Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire#SEPARATEUR#41.01
81#SEPARATEUR#ABJA001#SEPARATEUR#271.12#SEPARATEUR#ÉVAC. 1HÉMORR. VENTR#SEPARATEUR#Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie#SEPARATEUR#271.12
82#SEPARATEUR#ABJA002#SEPARATEUR#258.32#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural aigu, par craniotomie#SEPARATEUR#258.32
83#SEPARATEUR#ABJA003#SEPARATEUR#190.84#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural chronique unilatéral, par craniotomie#SEPARATEUR#204.33
84#SEPARATEUR#ABJA004#SEPARATEUR#322.91#SEPARATEUR#ÉVAC. 1HED INFRATENT#SEPARATEUR#Évacuation d'un hématome extradural infratentoriel, par craniotomie#SEPARATEUR#322.91
85#SEPARATEUR#ABJA005#SEPARATEUR#322.91#SEPARATEUR#ÉVAC. 1HED SUPRATENT#SEPARATEUR#Évacuation d'un hématome extradural supratentoriel, par craniotomie#SEPARATEUR#322.91
86#SEPARATEUR#ABJA006#SEPARATEUR#258.32#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural chronique bilatéral, par craniotomie#SEPARATEUR#258.32
87#SEPARATEUR#ABJA007#SEPARATEUR#333.71#SEPARATEUR#ÉVAC. 1HED PLURIFOCA#SEPARATEUR#Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie#SEPARATEUR#341.54
88#SEPARATEUR#ABJA008#SEPARATEUR#245.69#SEPARATEUR#ÉVAC. 1EMPYÈME INTRA#SEPARATEUR#Évacuation d'un empyème intracrânien extracérébral, par craniotomie#SEPARATEUR#267.72
89#SEPARATEUR#ABJB001#SEPARATEUR#95.51#SEPARATEUR#ÉVAC. LCS +INJ. THÉR#SEPARATEUR#Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne#SEPARATEUR#107.39
90#SEPARATEUR#ABJB002#SEPARATEUR#36.25#SEPARATEUR#ÉVAC. LCS/COLLECTION#SEPARATEUR#Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire#SEPARATEUR#36.25
91#SEPARATEUR#ABJC900#SEPARATEUR#0#SEPARATEUR#ÉVAC. 1HÉMORR. VENTR#SEPARATEUR#Évacuation d'une hémorragie intraventriculaire cérébrale non traumatique, par vidéochirurgie#SEPARATEUR#0
92#SEPARATEUR#ABLA001#SEPARATEUR#131.75#SEPARATEUR#POSE CATHÉ VENTR/INT#SEPARATEUR#Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané#SEPARATEUR#164.8
93#SEPARATEUR#ABLB001#SEPARATEUR#103.64#SEPARATEUR#POSE CATHÉ. VENTR. C#SEPARATEUR#Pose d'un cathéter ventriculaire cérébral par voie transcrânienne, avec mesure instantanée de la pression intracrânienne et tests dynamiques#SEPARATEUR#116.33
94#SEPARATEUR#ABLB002#SEPARATEUR#107.53#SEPARATEUR#POSE 1CAPTEUR VENTR.#SEPARATEUR#Pose d'un capteur ventriculaire de pression intracrânienne, par voie transcrânienne#SEPARATEUR#123.04
95#SEPARATEUR#ABLB003#SEPARATEUR#94.99#SEPARATEUR#POSE 1CAPTEUR EXTRAV#SEPARATEUR#Pose d'un capteur extraventriculaire de pression intracrânienne, par voie transcrânienne#SEPARATEUR#101.41
96#SEPARATEUR#ABLB006#SEPARATEUR#0#SEPARATEUR#SÉANCE INJ. VENTR/IN#SEPARATEUR#Séance d'administration intraventriculaire ou intrakystique cérébrale d'agent pharmacologique anticancéreux, par un dispositif implanté#SEPARATEUR#0
97#SEPARATEUR#ABMA002#SEPARATEUR#191.87#SEPARATEUR#RÉVISION/CHANGT ÉLMT#SEPARATEUR#Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par abord direct#SEPARATEUR#268.46
98#SEPARATEUR#ABMA003#SEPARATEUR#250.44#SEPARATEUR#RÉVISION/CHANGT ÉLMT#SEPARATEUR#Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par craniotomie#SEPARATEUR#275.92
99#SEPARATEUR#ABML001#SEPARATEUR#142.29#SEPARATEUR#VÉRIFICATION ISOTOP.#SEPARATEUR#Vérification radio-isotopique d'une dérivation du liquide cérébrospinal#SEPARATEUR#142.29
100#SEPARATEUR#ABMP001#SEPARATEUR#0#SEPARATEUR#CTRL+/-RÉGLAGE IIRE#SEPARATEUR#Contrôle et/ou réglage secondaire transcutané d'une valve de dérivation de liquide cérébrospinal à pression d'ouverture réglable#SEPARATEUR#0
101#SEPARATEUR#ABQL002#SEPARATEUR#288.02#SEPARATEUR#CISTERNOGRAPHIE ISOT#SEPARATEUR#Cisternographie radio-isotopique#SEPARATEUR#288.02
102#SEPARATEUR#ABQL003#SEPARATEUR#142.29#SEPARATEUR#RECH. ISOTOP. 1BRÈCH#SEPARATEUR#Recherche radio-isotopique d'une brèche ostéoméningée#SEPARATEUR#142.29
103#SEPARATEUR#ABQP001#SEPARATEUR#0#SEPARATEUR#SURV. CONTINUE P.I.C#SEPARATEUR#Surveillance continue de la pression intracrânienne, par 24 heures#SEPARATEUR#0
104#SEPARATEUR#ABSA001#SEPARATEUR#436.44#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par craniotomie#SEPARATEUR#440.72
105#SEPARATEUR#ABSA002#SEPARATEUR#540.05#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord translabyrinthique#SEPARATEUR#619.35
106#SEPARATEUR#ABSA003#SEPARATEUR#523.17#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale du sinus frontal, par abord coronal#SEPARATEUR#523.17
107#SEPARATEUR#ABSA004#SEPARATEUR#430.54#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord mastoïdoattical#SEPARATEUR#430.54
108#SEPARATEUR#ABSA005#SEPARATEUR#490.34#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord orbitaire#SEPARATEUR#490.34
109#SEPARATEUR#ABSA006#SEPARATEUR#540.05#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord suprapétreux#SEPARATEUR#619.35
110#SEPARATEUR#ABSA007#SEPARATEUR#496.56#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par craniotomie#SEPARATEUR#544.38
111#SEPARATEUR#ABSA008#SEPARATEUR#430.54#SEPARATEUR#FERM. 1FISTULE POSTO#SEPARATEUR#Fermeture d'une fistule postopératoire de liquide cérébrospinal de la base du crâne#SEPARATEUR#430.54
112#SEPARATEUR#ABSA009#SEPARATEUR#430.54#SEPARATEUR#FERM. 1FISTULE LCS/1#SEPARATEUR#Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire de la voûte crânienne, par craniotomie#SEPARATEUR#430.54
113#SEPARATEUR#ABSA010#SEPARATEUR#540.99#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord paralatéronasal#SEPARATEUR#540.99
114#SEPARATEUR#ABSA011#SEPARATEUR#458.45#SEPARATEUR#FERM. BRÈCHE OSTÉODU#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord nasosphénoïdal#SEPARATEUR#478.66
115#SEPARATEUR#ABSA012#SEPARATEUR#430.54#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par endoscopie#SEPARATEUR#430.54
116#SEPARATEUR#ACFA001#SEPARATEUR#697.7#SEPARATEUR#EXÉRÈSE T. ÉTAGE ANT#SEPARATEUR#Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale unilatérale#SEPARATEUR#735.28
117#SEPARATEUR#ACFA002#SEPARATEUR#559.71#SEPARATEUR#EXÉRÈSE T.CONVEXITÉ#SEPARATEUR#Exérèse de tumeur extraparenchymateuse de la convexité du cerveau sans atteinte de sinus veineux dural, par craniotomie#SEPARATEUR#653.25
118#SEPARATEUR#ACFA003#SEPARATEUR#747.33#SEPARATEUR#EXÉRÈSE T. POINTE RO#SEPARATEUR#Exérèse de tumeur de la pointe du rocher, par abord translabyrinthique#SEPARATEUR#747.33
119#SEPARATEUR#ACFA004#SEPARATEUR#1068.82#SEPARATEUR#EXÉRÈSE T. CLIVUS CR#SEPARATEUR#Exérèse de tumeur du clivus, par craniotomie#SEPARATEUR#1219.25
120#SEPARATEUR#ACFA005#SEPARATEUR#1155.32#SEPARATEUR#EXÉRÈSE T. ANGLE PON#SEPARATEUR#Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord rétrolabyrinthique présigmoïdien#SEPARATEUR#1290.45
