id code montant libelle_court libelle_long montant_cas
1#SEPARATEUR#AAFA001#SEPARATEUR#602.84#SEPARATEUR#EXÉRÈSE T. INTRAPARE#SEPARATEUR#Exérèse de tumeur intraparenchymateuse du cervelet, par craniotomie#SEPARATEUR#661.01
14#SEPARATEUR#AAJA004#SEPARATEUR#273.3#SEPARATEUR#ÉVAC. HÉMATOME CÉRÉB#SEPARATEUR#Évacuation d'hématome intracérébral non traumatique, par craniotomie#SEPARATEUR#289.6
15#SEPARATEUR#AAJA005#SEPARATEUR#218.88#SEPARATEUR#ÉVAC. COLLECTION INT#SEPARATEUR#Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente#SEPARATEUR#256.3
16#SEPARATEUR#AAJA006#SEPARATEUR#388.66#SEPARATEUR#PARAGE PLAIE CRANIOC#SEPARATEUR#Parage de plaie craniocérébrale#SEPARATEUR#443.09
17#SEPARATEUR#AAJH001#SEPARATEUR#167.2#SEPARATEUR#ÉVAC. COLLECTION CÉR#SEPARATEUR#Évacuation de collection intracérébrale, par voie transcrânienne avec guidage scanographique#SEPARATEUR#167.2
18#SEPARATEUR#AAJH002#SEPARATEUR#250.8#SEPARATEUR#ÉVAC. HÉMATOME CÉRÉB#SEPARATEUR#Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique#SEPARATEUR#250.8
19#SEPARATEUR#AAJH003#SEPARATEUR#167.2#SEPARATEUR#ÉVAC. COLLECTION CÉR#SEPARATEUR#Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique#SEPARATEUR#167.2
20#SEPARATEUR#AAJH004#SEPARATEUR#250.8#SEPARATEUR#ÉVAC. HÉMATOME CÉRÉB#SEPARATEUR#Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique#SEPARATEUR#250.8
21#SEPARATEUR#AAKA001#SEPARATEUR#104.5#SEPARATEUR#CHANGT 1GÉNÉRATEUR S#SEPARATEUR#Changement d'un générateur souscutané de stimulation cérébrale#SEPARATEUR#104.5
22#SEPARATEUR#AALA002#SEPARATEUR#276.74#SEPARATEUR#IMPLANT. ÉLECTRODE S#SEPARATEUR#Implantation d'électrode subdurale pour enregistrement électrocorticographique, par craniotomie#SEPARATEUR#276.74
23#SEPARATEUR#AALA004#SEPARATEUR#104.5#SEPARATEUR#IMPLANT. SSCUT 1GÉNÉ#SEPARATEUR#Implantation souscutanée d'un générateur de stimulation cérébrale#SEPARATEUR#104.5
24#SEPARATEUR#AALA900#SEPARATEUR#0#SEPARATEUR#IMPLANT. ÉLECTRODE C#SEPARATEUR#Implantation d'électrode de stimulation corticale cérébrale à visée thérapeutique, par craniotomie#SEPARATEUR#0
25#SEPARATEUR#AALB001#SEPARATEUR#805.88#SEPARATEUR#IMPLANT. ÉLECTRODE C#SEPARATEUR#Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique#SEPARATEUR#935.41
26#SEPARATEUR#AALB002#SEPARATEUR#627#SEPARATEUR#IMPLANT. ÉLECTRODE C#SEPARATEUR#Implantation d'électrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique#SEPARATEUR#627
27#SEPARATEUR#AALF002#SEPARATEUR#0#SEPARATEUR#PERF. PEROP. PROTECT#SEPARATEUR#Perfusion peropératoire de protection du parenchyme encéphalique, au cours d'une intervention avec CEC#SEPARATEUR#0
28#SEPARATEUR#AAMP003#SEPARATEUR#0#SEPARATEUR#RÉGLAGE SECOND DES P#SEPARATEUR#Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie]#SEPARATEUR#0
29#SEPARATEUR#AAMP173#SEPARATEUR#104.98#SEPARATEUR#RÉGLAGE SECOND PLUS.#SEPARATEUR#Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde#SEPARATEUR#104.98
30#SEPARATEUR#AAMP387#SEPARATEUR#61.53#SEPARATEUR#RÉGLAGE SECOND 1PARA#SEPARATEUR#Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde#SEPARATEUR#61.53
31#SEPARATEUR#AANB001#SEPARATEUR#704.67#SEPARATEUR#DESTRUC. 1CIBLE CÉRÉ#SEPARATEUR#Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique#SEPARATEUR#704.67
32#SEPARATEUR#AANB741#SEPARATEUR#876.92#SEPARATEUR#DESTR CIBL INTRACERE#SEPARATEUR#Destruction d'une ou de plusieurs cible(s) intracérébrale(s) à visée fonctionnelle par thermothérapie interstitielle au laser [LITT] par voie stéréotaxique avec monitorage remnographique [IRM]#SEPARATEUR#876.92
35#SEPARATEUR#AAPA900#SEPARATEUR#0#SEPARATEUR#DÉCONNEXION 1ZONE ÉP#SEPARATEUR#Déconnexion d'une zone épileptogène, par craniotomie#SEPARATEUR#0
36#SEPARATEUR#AAQM002#SEPARATEUR#37.8#SEPARATEUR#ÉCHO TRANSFONTANELLA#SEPARATEUR#Échographie transfontanellaire de l'encéphale#SEPARATEUR#37.8
37#SEPARATEUR#AAQN002#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale protonique localisée#SEPARATEUR#0
38#SEPARATEUR#AAQN004#SEPARATEUR#69#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions motrices#SEPARATEUR#69
39#SEPARATEUR#AAQN900#SEPARATEUR#0#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions visuelles#SEPARATEUR#0
40#SEPARATEUR#AAQN901#SEPARATEUR#0#SEPARATEUR#REMNO FCT CERVEAU FC#SEPARATEUR#Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions phasiques#SEPARATEUR#0
41#SEPARATEUR#AAQN902#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale protonique [Chemical shift imaging] [CSI]#SEPARATEUR#0
42#SEPARATEUR#AAQN903#SEPARATEUR#0#SEPARATEUR#SPECTROSCOPIE RÉSONA#SEPARATEUR#Spectroscopie par résonance magnétique cérébrale du phosphore#SEPARATEUR#0
43#SEPARATEUR#AAQP002#SEPARATEUR#148.08#SEPARATEUR#EEG 8 DÉRIV / > CONT#SEPARATEUR#Electroencéphalographie continue ambulatoire sur 8 dérivations ou plus, pendant au moins 24 heures [Holter EEG]#SEPARATEUR#213.6
44#SEPARATEUR#AAQP003#SEPARATEUR#71.61#SEPARATEUR#SURV. EEG CONTINUE S#SEPARATEUR#Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures#SEPARATEUR#81.75
45#SEPARATEUR#AAQP004#SEPARATEUR#0#SEPARATEUR#EEG PEROP. SUR 8DÉRI#SEPARATEUR#Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant moins de 4heures#SEPARATEUR#0
46#SEPARATEUR#AAQP005#SEPARATEUR#0#SEPARATEUR#SURV. ECOG PEROP. AC#SEPARATEUR#Surveillance électrocorticographique peropératoire de l'activité encéphalique spontanée et/ou provoquée#SEPARATEUR#0
47#SEPARATEUR#AAQP006#SEPARATEUR#106.78#SEPARATEUR#EEG 8 DÉRIV / >  DUR#SEPARATEUR#Electroencéphalographie de longue durée de 1 à 4 heures sur 8 dérivation ou plus, avec enregistrement vidéo#SEPARATEUR#142.4
48#SEPARATEUR#AAQP007#SEPARATEUR#57.6#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes sans numérisation et sans enregistrement vidéo#SEPARATEUR#57.6
49#SEPARATEUR#AAQP008#SEPARATEUR#0#SEPARATEUR#EEG PEROP. SUR 8DÉRI#SEPARATEUR#Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant 4 heures ou plus#SEPARATEUR#0
50#SEPARATEUR#AAQP009#SEPARATEUR#79.25#SEPARATEUR#EEG 32 DÉRIV / > + Q#SEPARATEUR#Electroencéphalographie avec quantification sur 32 dérivations ou plus#SEPARATEUR#94.93
51#SEPARATEUR#AAQP010#SEPARATEUR#161.84#SEPARATEUR#EEG 8 DÉRIV / > DURÉ#SEPARATEUR#Electroencéphalographie de longue durée de plus de 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo#SEPARATEUR#237.33
52#SEPARATEUR#AAQP011#SEPARATEUR#74.15#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, au lit du malade#SEPARATEUR#86.14
53#SEPARATEUR#AAQP012#SEPARATEUR#260.38#SEPARATEUR#SURV. EEG CONTINUE +#SEPARATEUR#Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures#SEPARATEUR#351.6
54#SEPARATEUR#AAQP013#SEPARATEUR#260.38#SEPARATEUR#SURV. ECOG CONTINUE#SEPARATEUR#Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures#SEPARATEUR#351.6
55#SEPARATEUR#AAQP129#SEPARATEUR#152.93#SEPARATEUR#EEG 8 DÉRIV / > + EN#SEPARATEUR#Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 30 minutes, avec numérisation et enregistrement vidéo, chez un patient de moins de 6 ans#SEPARATEUR#152.93
56#SEPARATEUR#AAQP350#SEPARATEUR#130.46#SEPARATEUR#EEG 14 DÉRIV / > + E#SEPARATEUR#Electroencéphalographie sur 14 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, avec numérisation chez un patient de 6 ans ou plus#SEPARATEUR#130.46
57#SEPARATEUR#AAQP900#SEPARATEUR#0#SEPARATEUR#EEG 32 DÉRIV / > + M#SEPARATEUR#Electroencéphalographie avec modélisation de sources, sur 32 dérivations ou plus#SEPARATEUR#0
58#SEPARATEUR#ABCA001#SEPARATEUR#381.52#SEPARATEUR#KYSTOVENTR.STOM CRAN#SEPARATEUR#Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie,par craniotomie#SEPARATEUR#430.78
59#SEPARATEUR#ABCA002#SEPARATEUR#260.29#SEPARATEUR#DÉRIV. PÉRIT/ATRIALE#SEPARATEUR#Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct#SEPARATEUR#267.16
60#SEPARATEUR#ABCA003#SEPARATEUR#260.29#SEPARATEUR#DÉRIV. PÉRIT. 1COLLE#SEPARATEUR#Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct#SEPARATEUR#267.16
61#SEPARATEUR#ABCA004#SEPARATEUR#264.06#SEPARATEUR#DÉRIV. PÉRIT/ATRIALE#SEPARATEUR#Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct#SEPARATEUR#273.67
62#SEPARATEUR#ABCB001#SEPARATEUR#121.2#SEPARATEUR#DÉRIV. EXT. LCS/SUBD#SEPARATEUR#Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne#SEPARATEUR#148.42
63#SEPARATEUR#ABCC001#SEPARATEUR#348.77#SEPARATEUR#KYSTOVENTR.STOM VIDÉ#SEPARATEUR#Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie,par vidéochirurgie intracrânienne#SEPARATEUR#374.31
64#SEPARATEUR#ABFA001#SEPARATEUR#453.53#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire#SEPARATEUR#630.6
65#SEPARATEUR#ABFA002#SEPARATEUR#855.84#SEPARATEUR#EXÉRÈSE LÉS. V3CRANI#SEPARATEUR#Exérèse de lésion du troisième ventricule, par craniotomie#SEPARATEUR#1021.56
66#SEPARATEUR#ABFA003#SEPARATEUR#286.4#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne#SEPARATEUR#286.4
67#SEPARATEUR#ABFA004#SEPARATEUR#677.48#SEPARATEUR#EXÉRÈSE +/- FERM. MÉ#SEPARATEUR#Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, avec rapprochement orbitaire#SEPARATEUR#910.79
68#SEPARATEUR#ABFA005#SEPARATEUR#743.73#SEPARATEUR#EXÉRÈSE LÉS. 1VENTR.#SEPARATEUR#Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie#SEPARATEUR#828.26
69#SEPARATEUR#ABFA006#SEPARATEUR#743.51#SEPARATEUR#EXÉRÈSE LÉS. 4E VENT#SEPARATEUR#Exérèse de lésion du quatrième ventricule, par craniotomie#SEPARATEUR#903.55
70#SEPARATEUR#ABFA007#SEPARATEUR#248.19#SEPARATEUR#EXÉRÈSE 1FISTULE DER#SEPARATEUR#Exérèse d'une fistule dermique avec prolongement intradural occipital#SEPARATEUR#248.19
71#SEPARATEUR#ABFA008#SEPARATEUR#732.81#SEPARATEUR#EXÉRÈSE T. TENTE CER#SEPARATEUR#Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle#SEPARATEUR#809.43
72#SEPARATEUR#ABFA009#SEPARATEUR#947.41#SEPARATEUR#EXÉRÈSE T. INCISURE#SEPARATEUR#Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle#SEPARATEUR#1028.08
73#SEPARATEUR#ABFA010#SEPARATEUR#692.92#SEPARATEUR#EXÉRÈSE T. FAUX CERV#SEPARATEUR#Exérèse de tumeur de la faux du cerveau, par craniotomie#SEPARATEUR#740.65
74#SEPARATEUR#ABFC001#SEPARATEUR#649.25#SEPARATEUR#EXÉRÈSE LÉS. V3VIDÉO#SEPARATEUR#Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne#SEPARATEUR#665.36
75#SEPARATEUR#ABFC002#SEPARATEUR#627#SEPARATEUR#EXÉRÈSE LÉS. 1VENTR.#SEPARATEUR#Exérèse de lésion d'un ventricule latéral cérébral, par vidéochirurgie intracrânienne#SEPARATEUR#627
76#SEPARATEUR#ABGA001#SEPARATEUR#0#SEPARATEUR#ABL. 1CAPTEUR P.I.C#SEPARATEUR#Ablation d'un capteur de pression intracrânienne#SEPARATEUR#0
77#SEPARATEUR#ABGA002#SEPARATEUR#71.73#SEPARATEUR#ABL. 1DÉRIV. INT. LC#SEPARATEUR#Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct#SEPARATEUR#93.4
78#SEPARATEUR#ABGA003#SEPARATEUR#56.19#SEPARATEUR#ABL. 1SYST. DIFFUSEU#SEPARATEUR#Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral#SEPARATEUR#66.61
79#SEPARATEUR#ABHB001#SEPARATEUR#87.26#SEPARATEUR#PCT LCS TRANSCRÂN.#SEPARATEUR#Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne#SEPARATEUR#94.84
80#SEPARATEUR#ABHB002#SEPARATEUR#35.19#SEPARATEUR#PCT LCS/COLLECTION I#SEPARATEUR#Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire#SEPARATEUR#39.82
81#SEPARATEUR#ABJA001#SEPARATEUR#263.22#SEPARATEUR#ÉVAC. 1HÉMORR. VENTR#SEPARATEUR#Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie#SEPARATEUR#263.22
82#SEPARATEUR#ABJA002#SEPARATEUR#250.8#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural aigu, par craniotomie#SEPARATEUR#250.8
83#SEPARATEUR#ABJA003#SEPARATEUR#185.28#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural chronique unilatéral, par craniotomie#SEPARATEUR#198.38
84#SEPARATEUR#ABJA004#SEPARATEUR#313.5#SEPARATEUR#ÉVAC. 1HED INFRATENT#SEPARATEUR#Évacuation d'un hématome extradural infratentoriel, par craniotomie#SEPARATEUR#313.5
85#SEPARATEUR#ABJA005#SEPARATEUR#313.5#SEPARATEUR#ÉVAC. 1HED SUPRATENT#SEPARATEUR#Évacuation d'un hématome extradural supratentoriel, par craniotomie#SEPARATEUR#313.5
86#SEPARATEUR#ABJA006#SEPARATEUR#250.8#SEPARATEUR#ÉVAC. 1HÉMATOME SUBD#SEPARATEUR#Évacuation d'un hématome subdural chronique bilatéral, par craniotomie#SEPARATEUR#250.8
87#SEPARATEUR#ABJA007#SEPARATEUR#323.99#SEPARATEUR#ÉVAC. 1HED PLURIFOCA#SEPARATEUR#Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie#SEPARATEUR#331.59
88#SEPARATEUR#ABJA008#SEPARATEUR#238.53#SEPARATEUR#ÉVAC. 1EMPYÈME INTRA#SEPARATEUR#Évacuation d'un empyème intracrânien extracérébral, par craniotomie#SEPARATEUR#259.92
89#SEPARATEUR#ABJB001#SEPARATEUR#92.73#SEPARATEUR#ÉVAC. LCS +INJ. THÉR#SEPARATEUR#Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne#SEPARATEUR#104.26
90#SEPARATEUR#ABJB002#SEPARATEUR#35.19#SEPARATEUR#ÉVAC. LCS/COLLECTION#SEPARATEUR#Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire#SEPARATEUR#35.19
91#SEPARATEUR#ABJC900#SEPARATEUR#0#SEPARATEUR#ÉVAC. 1HÉMORR. VENTR#SEPARATEUR#Évacuation d'une hémorragie intraventriculaire cérébrale non traumatique, par vidéochirurgie#SEPARATEUR#0
92#SEPARATEUR#ABLA001#SEPARATEUR#127.91#SEPARATEUR#POSE CATHÉ VENTR/INT#SEPARATEUR#Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané#SEPARATEUR#160
93#SEPARATEUR#ABLB001#SEPARATEUR#100.62#SEPARATEUR#POSE CATHÉ. VENTR. C#SEPARATEUR#Pose d'un cathéter ventriculaire cérébral par voie transcrânienne, avec mesure instantanée de la pression intracrânienne et tests dynamiques#SEPARATEUR#112.94
94#SEPARATEUR#ABLB002#SEPARATEUR#104.4#SEPARATEUR#POSE 1CAPTEUR VENTR.#SEPARATEUR#Pose d'un capteur ventriculaire de pression intracrânienne, par voie transcrânienne#SEPARATEUR#119.46
95#SEPARATEUR#ABLB003#SEPARATEUR#92.22#SEPARATEUR#POSE 1CAPTEUR EXTRAV#SEPARATEUR#Pose d'un capteur extraventriculaire de pression intracrânienne, par voie transcrânienne#SEPARATEUR#98.46
96#SEPARATEUR#ABLB006#SEPARATEUR#0#SEPARATEUR#SÉANCE INJ. VENTR/IN#SEPARATEUR#Séance d'administration intraventriculaire ou intrakystique cérébrale d'agent pharmacologique anticancéreux, par un dispositif implanté#SEPARATEUR#0
97#SEPARATEUR#ABMA002#SEPARATEUR#186.28#SEPARATEUR#RÉVISION/CHANGT ÉLMT#SEPARATEUR#Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par abord direct#SEPARATEUR#260.64
98#SEPARATEUR#ABMA003#SEPARATEUR#243.15#SEPARATEUR#RÉVISION/CHANGT ÉLMT#SEPARATEUR#Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par craniotomie#SEPARATEUR#267.88
99#SEPARATEUR#ABML001#SEPARATEUR#138.15#SEPARATEUR#VÉRIFICATION ISOTOP.#SEPARATEUR#Vérification radio-isotopique d'une dérivation du liquide cérébrospinal#SEPARATEUR#138.15
100#SEPARATEUR#ABMP001#SEPARATEUR#0#SEPARATEUR#CTRL+/-RÉGLAGE IIRE#SEPARATEUR#Contrôle et/ou réglage secondaire transcutané d'une valve de dérivation de liquide cérébrospinal à pression d'ouverture réglable#SEPARATEUR#0
101#SEPARATEUR#ABQL002#SEPARATEUR#279.63#SEPARATEUR#CISTERNOGRAPHIE ISOT#SEPARATEUR#Cisternographie radio-isotopique#SEPARATEUR#279.63
102#SEPARATEUR#ABQL003#SEPARATEUR#138.15#SEPARATEUR#RECH. ISOTOP. 1BRÈCH#SEPARATEUR#Recherche radio-isotopique d'une brèche ostéoméningée#SEPARATEUR#138.15
103#SEPARATEUR#ABQP001#SEPARATEUR#0#SEPARATEUR#SURV. CONTINUE P.I.C#SEPARATEUR#Surveillance continue de la pression intracrânienne, par 24 heures#SEPARATEUR#0
104#SEPARATEUR#ABSA001#SEPARATEUR#423.73#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par craniotomie#SEPARATEUR#427.88
105#SEPARATEUR#ABSA002#SEPARATEUR#524.32#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord translabyrinthique#SEPARATEUR#601.31
106#SEPARATEUR#ABSA003#SEPARATEUR#507.93#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale du sinus frontal, par abord coronal#SEPARATEUR#507.93
107#SEPARATEUR#ABSA004#SEPARATEUR#418#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord mastoïdoattical#SEPARATEUR#418
108#SEPARATEUR#ABSA005#SEPARATEUR#476.06#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord orbitaire#SEPARATEUR#476.06
109#SEPARATEUR#ABSA006#SEPARATEUR#524.32#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord suprapétreux#SEPARATEUR#601.31
110#SEPARATEUR#ABSA007#SEPARATEUR#482.1#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par craniotomie#SEPARATEUR#528.52
111#SEPARATEUR#ABSA008#SEPARATEUR#418#SEPARATEUR#FERM. 1FISTULE POSTO#SEPARATEUR#Fermeture d'une fistule postopératoire de liquide cérébrospinal de la base du crâne#SEPARATEUR#418
112#SEPARATEUR#ABSA009#SEPARATEUR#418#SEPARATEUR#FERM. 1FISTULE LCS/1#SEPARATEUR#Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire de la voûte crânienne, par craniotomie#SEPARATEUR#418
113#SEPARATEUR#ABSA010#SEPARATEUR#525.23#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord paralatéronasal#SEPARATEUR#525.23
114#SEPARATEUR#ABSA011#SEPARATEUR#445.1#SEPARATEUR#FERM. BRÈCHE OSTÉODU#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord nasosphénoïdal#SEPARATEUR#464.72
115#SEPARATEUR#ABSA012#SEPARATEUR#418#SEPARATEUR#FERM. 1BRÈCHE OSTÉOD#SEPARATEUR#Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par endoscopie#SEPARATEUR#418
116#SEPARATEUR#ACFA001#SEPARATEUR#677.38#SEPARATEUR#EXÉRÈSE T. ÉTAGE ANT#SEPARATEUR#Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale unilatérale#SEPARATEUR#713.86
117#SEPARATEUR#ACFA002#SEPARATEUR#543.41#SEPARATEUR#EXÉRÈSE T.CONVEXITÉ#SEPARATEUR#Exérèse de tumeur extraparenchymateuse de la convexité du cerveau sans atteinte de sinus veineux dural, par craniotomie#SEPARATEUR#634.22
118#SEPARATEUR#ACFA003#SEPARATEUR#725.56#SEPARATEUR#EXÉRÈSE T. POINTE RO#SEPARATEUR#Exérèse de tumeur de la pointe du rocher, par abord translabyrinthique#SEPARATEUR#725.56
119#SEPARATEUR#ACFA004#SEPARATEUR#1037.69#SEPARATEUR#EXÉRÈSE T. CLIVUS CR#SEPARATEUR#Exérèse de tumeur du clivus, par craniotomie#SEPARATEUR#1183.74
120#SEPARATEUR#ACFA005#SEPARATEUR#1121.67#SEPARATEUR#EXÉRÈSE T. ANGLE PON#SEPARATEUR#Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord rétrolabyrinthique présigmoïdien#SEPARATEUR#1252.86
